,DOB,Image,Summary,Name
1214,01-09-1985,https://upload.wikimedia.org/wikipedia/commons/7/72/Mumaith_Khan_at_the_first_look_launch_of_%27Fattu_Saala%27.jpg,"Mumaith Khan (born 2 September 1985) is an Indian film actress working in Indian film industry and also works on cameos in form of item number.[1]
",Mumaith Khan
1215,,,"Mumtaj, also credited as Mumtaz, (born Nagma Khan) is an Indian model and film actress known primarily for her work in Tamil cinema. She has also appeared in Hindi, Kannada, Malayalam and Telugu films.[1][2] She entered the film industry through the Tamil film Monisha En Monalisa (1999) by T. Rajender, and subsequently garnered popularity appearing in glamorous roles in films including Kushi (2000) and Chocolate (2001).[3][4]
",Mumtaj
1216,09-04-1905,https://upload.wikimedia.org/wikipedia/commons/d/d2/Mumtaz_Shanti_%28cropped%29.jpg,"Mumtaz Shanti (1926-1993 or 1994) was a Bollywood actress, who was best known for her work throughout the 1940s.[1] She appeared in 24 films, including Basant (1942), Badalti Duniya (1943), Kismet (1943), and Dharti Ke Lal (1946).
",Mumtaz Shanti
1217,31-07-1947,https://upload.wikimedia.org/wikipedia/commons/a/ae/Mumtaz_%28actress%29.jpg,"Mumtaz or Mumtaz Madhvani (née Askari; born 31 July 1947[1]) is a Hindi Film actress. She won a Filmfare Award for Best Actress for her character in Khilona in 1971. Though she started with small supporting roles, she later rose up the hierarchy, and worked with all the top actors of her time, in the lead roles. She is remembered as one of the best actresses and dancers as well as a sex symbol of the 60s and 70s. She is still recognised as a diva of her times.
",Mumtaz
1218,15-09-1986,https://upload.wikimedia.org/wikipedia/commons/1/18/Mumtaz_Sorcar.jpg,"Mumtaz Sorcar, informally  (pet name) known as ""Pratiti Sorcar"",[1] is an Indian film actress. She is the daughter of world-famous magician PC Sorcar Junior and Jayashree Devi. Mumtaz started her career with a music video for singer Mehreen from Bangladesh. She first appeared in the Bengali film 033 directed by Birsa Dasgupta.[2]
",Mumtaz Sorcar
1219,26-07-1986,https://upload.wikimedia.org/wikipedia/commons/8/81/Mugdha_Godse_at_the_Society_Achievers_Awards_2018_%2804%29_%28cropped%29.jpg,"Mugdha Veira Godse[2]  is an Indian actress and model who appears in Bollywood films. A former model, Godse was a semi-finalist at the Femina Miss India 2004 competition. She made her acting debut in Madhur Bhandarkar's 2008 film, Fashion. She was one of the judges in a Marathi reality show, Marathi Paul Padte Pudhe. She also acted in Tamil film Thani Oruvan.
",Mugdha Godse
1220,,https://upload.wikimedia.org/wikipedia/commons/6/60/Munmun_Dutta_at_60th_Filmfare_pre-awards_party.jpg,"Munmun Dutta is an Indian film and television actress and model.[1] She is best known for her portrayal of Babita Iyer in the Hindi sitcom Taarak Mehta Ka Ooltah Chashmah.[2]
",Munmun Dutta
1221,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Mugdha_Chaphekar.jpg,"Mugdha Chaphekar is an Indian television actress who has worked in shows like Star Plus's Prithviraj Chauhan and Zee TV's Satrangi Sasural. She won The Best Actress Debut for The Silence at the 53rd Maharashtra State Film Awards 2016. The film released in 2017 and dealt with child sexual abuse within family and was directed by Gajendra Ahire.[1] She was awarded the ""Best Actress"" title by Maharashtra Government.[2]  As of 2019 she has joined the main cast of Kumkum Bhagya, playing Prachi Arora in the Zee TV series. Winner of STAR Parivaar Award for Favourite Yogya Jodi for Dharti Ka Veer Yodha Prithviraj Chauhan (2007), Zee Rishtey Award 2014 for Favourite Naya Sadasya (Female) for Satrangi Sasural, Best Actor In A Supporting Role (Female) at Gold Awards 2019 And Best Naya Sadasya Female At Zee Rishtey Awards 2019 For Playing Prachi Arora In Kumkum Bhagya.
",Mugdha Chaphekar
1222,26-07-1935,https://upload.wikimedia.org/wikipedia/en/5/53/Mynavathi_Savkur.jpg,"Mynavathi (26 July 1935 – 10 November 2012) was an Indian film and television actress. She made her first screen appearance as an actor in the 1955 Kannada film Santa Sakhu and acted in over 100 Kannada films. She was the younger sister of another popular Kannada actress Pandari Bai. She became popular after her role in the 1959 Kannada film Abba Aa Hudugi, which co-starred Rajkumar and her sister Pandari Bai and was directed by H. L. N. Simha. In the film, she played the role of an autocratic girl who hates men. It was based on William Shakespeare's play The Taming of the Shrew.[1]
",Mynavathi
1223,05-12-1932,https://upload.wikimedia.org/wikipedia/commons/a/af/Nadira_in_Shree_420_%281955%29.png,"Florence Ezekiel Nadira (5 December 1932 – 9 February 2006), commonly known as Nadira, was an actress in Indian cinema. She is best remembered for her performance in films in the 1950s and 1960s such as Aan (1952), Shree 420 (1955), Pakeezah (1972) and Julie (1975), which won her the Filmfare Best Supporting Actress Award.[1]
",Nadira
1224,25-10-1966,,"Zareena Moidu  (born 24 October 1966), known by her stage name Nadiya, is an Indian film actress who predominantly appears in Tamil and Malayalam films. She has also acted in a few Telugu films. She made her debut in the Malayalam film Nokketha Doorathu Kannum Nattu (1984), alongside Mohanlal and Padmini for which she won Filmfare Award for Best Actress – Malayalam.[1] . This movie was re-made in Tamil as Poove Poochudava in 1985 with Padmini and marked her debut in Tamil.[2] After her marriage in 1988, she lived in United States and later in United Kingdom with her husband Shirish Godbole and two daughters before moving back to India in 2007. 
",Nadiya Moidu
1225,25-12-1974,https://upload.wikimedia.org/wikipedia/commons/9/92/Nagma_at_RK_Excellence_Awards_%286%29.jpg,"Nagma (born Nandita Arvind Morarji on 25 December 1974) is an Indian politician and former actress. She is known for her roles in Telugu and Tamil movies like  Gharana Mogudu, Kadhalan, Baashha and many others.[1] She began her acting career in Bollywood and acted in a few of the biggest Bollywood movies and in other languages. Nagma has acted in a broad range of India's languages: Hindi, Telugu, Tamil, Bhojpuri, Malayalam, Kannada, Bengali, Punjabi, and Marathi.[2]
",Nagma
1226,27-08-1963,,"Nalini (born: Rani) is an Indian film and television actress known for her works in Tamil, Malayalam[1][2], Kannada and Telugu films and worked in television.[3][4][5][6]
",Nalini
1227,18-02-1926,https://upload.wikimedia.org/wikipedia/commons/3/3b/Nalini_Jaywant_in_Milan.jpg,"Nalini Jaywant (18 February 1926[2] – 20 December 2010) was an Indian film actress who appeared in Hindi films in the 1940s and 1950s.
",Nalini Jaywant
1228,22-01-1972,,"Namrata Shirodkar (born 22 January 1972) is an actress, producer and former model known for her works in Bollywood.[1] She was awarded the Femina Miss India in 1993. She is best known for her works in films such as Kachche Dhaage (1999), Ezhupunna Tharakan (1999), Vaastav: The Reality (1999), Pukar (2000), for which she was nominated for the IIFA Best Supporting Actress Award,[2] Astitva  (2000), Dil Vil Pyar Vyar (2002), LOC Kargil (2003),[3] and the crossover cinema Bride and Prejudice (2004), which was a hit overseas, particularly in the UK.[4] She married Telugu actor Mahesh Babu on 10 February 2005, and the couple has a son and a daughter.[5]
",Namrata Shirodkar
1229,,,"Namrata Thapa is an Indian film and television actress. She appeared in Yahaaan Main Ghar Ghar Kheli as Swarnlata Raj Singhania.
",Namrata Thapa
1230,10-05-1981,https://upload.wikimedia.org/wikipedia/commons/2/28/Namitha_3.jpg,"Namitha is an Indian film actress who has predominantly been active in the South Indian film Industry.
",Namitha
1231,19-09-1996,https://upload.wikimedia.org/wikipedia/commons/c/cf/Namita_Pramod_1.jpg,"Namitha Pramod (born 19 September 1996) is an Indian film actress, who appears predominantly in Malayalam films alongside a few Tamil and Telugu films.[2] She made her acting debut in the Malayalam film Traffic.[3]
",Namitha Pramod
1232,08-01-1939,https://upload.wikimedia.org/wikipedia/commons/5/53/Actress_Nanda_001.jpg,"Nanda Karnataki (8 January 1939 – 25 March 2014)[1] known mononymously as Nanda, was an Indian film actress who appeared in Hindi and Marathi films. Her career spans over 30 years and she is best known for her performances in Chhoti Bahen, Dhool Ka Phool, Bhabhi, Kala Bazar, Kanoon, Hum Dono, Jab Jab Phool Khile, Gumnaam, Ittefaq, The Train and Prem Rog.[2][3]
",Nanda
1233,,https://upload.wikimedia.org/wikipedia/commons/d/da/Nandana_Sen_at_Dhaka_Lit_Fest_2017_%282%29_%28cropped%29.jpg,"Nandana Sen (19 August 1967), is an Indian actress, screenwriter, children's author and child-rights activist. Her first film role in Bollywood was Sanjay Leela Bhansali's Black (2005), starring Rani Mukherjee and Amitabh Bachchan, in which she played the role of Rani's 17-year-old younger sister. 
",Nandana Sen
1234,,,"Nandita Chandra is a multiple award-winning Indian actress and model.[1]
",Nandita Chandra
1235,,https://upload.wikimedia.org/wikipedia/commons/b/b4/Nandita_Swetha.jpg,"Nandita Swetha is an Indian film actress, who predominantly appears in Tamil & Telugu films. Swetha began her acting career in a Kannada film, Nanda Loves Nanditha. Later she made her acting debut in Tamil Language with the 2012 comedy film Attakathi. She made her Telugu debut with the 2016 horror comedy film Ekkadiki Pothavu Chinnavada.
",Nandita Swetha
1236,07-11-1969,https://upload.wikimedia.org/wikipedia/commons/e/e4/Das_in_2019.jpg,"Nandita Das (born 1969) is an Indian actor and director. She has acted in over 40 feature films in ten different languages. Das won accolades for numerous performances, including in Fire (1996), Earth (1998), Bawandar (2000), Kannathil Muthamittal (2002), Azhagi (2002), Kamli (2006), and Before The Rains (2007). Her directorial debut Firaaq (2008), premiered at the Toronto Film Festival and traveled to more than 50 festivals, winning more than 20 awards. Her second film as a director was Manto[1] (2018). Based on the life of 20th Century Indo-Pakistani short story writer Sadat Hasan Manto,[2] the film was screened at Cannes Film Festival in the ""Un Certain Regard"" section.[3]  In September 2019, Das produced a two-minute Public Service Announcement music video India's Got Colour. The music video is about the issue of colourism and urges the audience to celebrate India's diversity of skin colour.[4]
",Nandita Das
1237,01-06-1929,https://upload.wikimedia.org/wikipedia/commons/e/e9/Nargis_-_Hindi_Movie_Actress_%287%29.jpg,"Nargis Dutt[3] (Born Fatima Rashid; 1 June 1929 – 3 May 1981),[4] also known by her stage name Nargis,[5] was an Indian film actress, who starred in classic films of Bollywood. Regarded as one of the greatest actress in the history of Hindi cinema, she made her screen debut in a minor role at the age of 5 with Talash-E-Haq (1935), but her acting career actually began with the film Tamanna (1942).
",Nargis
1238,20-10-1979,https://upload.wikimedia.org/wikipedia/commons/3/34/Nargis_Fakhri_-_IIFA_2017_%2835997931040%29_%28cropped%29.jpg,"Nargis Fakhri (born October 20, 1979) is an American film actress and model, who mainly appears in Hindi and English-language films.[2][3] Her first role in film came with the 2011 romantic drama Rockstar, for which she was nominated for Filmfare Award for Best Female Debut. She subsequently played a war correspondent in the political thriller Madras Cafe (2013), and starred in the commercially successful comedies Main Tera Hero (2014), Spy (2015, her first Hollywood production) and Housefull 3 (2016).[4][5]
",Nargis Fakhri
1239,,,"Natanya Singh is an Indian actress, who has acted in Indian films in Hindi and Kannada languages. She is a Rajput from Lucknow, Uttar Pradesh.
",Natanya Singh
1240,14-04-1981,https://upload.wikimedia.org/wikipedia/commons/2/26/Anita_Hassanandani_Reddy_snapped_promoting_the_film_Bareilly_Ki_Barfi_%2802%29_%28cropped%29.jpg,"Anita Hassanandani (born 14 April 1981) is an Indian actress who has acted in multilingual films and serials. She is best known for portraying Shagun Arora in Star Plus's Yeh Hai Mohabbatein and a female shape-shifting serpent named Vishakha Khanna in Colors TV's Naagin.[3]
",Anita Hassanandani Reddy
1241,15-08-1990,https://upload.wikimedia.org/wikipedia/commons/e/e4/NathaliaKaur01.jpg,"Nathalia Kaur (born 15 August 1990)[1] is a Brazilian model and actress who works in India.
",Nathalia Kaur
1242,,https://upload.wikimedia.org/wikipedia/commons/6/6f/Nauheed_Cyrusi_snapped_on_the_sets_of_the_play_The_Buckingham_Secret_in_2014_%2801%29.jpg,"Nauheed Cyrusi is an Indian actress, model, and VJ.[1] 
",Nauheed Cyrusi
1243,,,"Nausheen Ali Sardar is an Indian television actress and model. She has appeared in many television shows and bollywood movies. Nausheen is still remember for her debut show Kkusum[1][2]
",Nausheen Sardar Ali
1244,,,"Navaneet Kaur (also spelled Navneet Kaur; born 3 January 1986) is an Indian film actress who mainly acts in Telugu films. She is elected as Member of Parliament from Amravati (Lok Sabha constituency), Maharashtra in 2019 Loksabha election as independent candidate.
",Navaneet Kaur
1245,14-10-1985,https://upload.wikimedia.org/wikipedia/commons/5/50/Navya_Nair.jpg,"Dhanya Veena Raju Nair, better known by her stage name Navya Nair, is an Indian film actress who has starred in Malayalam, Tamil, and Kannada films. She is a recipient of 2 Kerala State Film Award for Best Actress, one Filmfare Award for Best Actress - Malayalam and the Kalaimamani award.
",Navya Nair
1246,18-11-1984,https://upload.wikimedia.org/wikipedia/commons/8/80/Nayanthara_at_Filmfare_Awards.jpg,"Nayanthara (born on 18 November 1984 as 
Diana Mariam Kurian)[9]
is an Indian actress who predominantly appears and works in Tamil and Telugu cinema.
",Nayanthara
1247,20-12-1994,https://upload.wikimedia.org/wikipedia/commons/a/a2/Nazriya_Nazim.jpg,"Nazriya Nazim  (born 20 December 1994) is an Indian film actress and producer from Trivandrum, Kerala, who predominantly works in Malayalam Cinema along with a few Tamil films.
",Nazriya Nazim
1248,,https://upload.wikimedia.org/wikipedia/commons/1/1b/NeelamKothari.jpg,"Neelam Kothari Soni is an Indian jewellery designer and former actress. She made her acting debut with Jawaani (1984) opposite debutant Karan Shah. She then starred opposite Govinda in Love 86 (1986), Sindoor (1986), Khudgarz (1987), Hatya (1988), Farz Ki Jung, (1989), Taaqatwar (1989) and Do Qaidi (1989). She starred opposite Chunkey Pandey in films Aag Hi Aag (1987), Paap Ki Duniya (1988), Khatron Ke Khiladi (1988), Ghar Ka Chiraag (1989), and Mitti Aur Sona (1989).
",Neelam
1249,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Neelam_Verma.jpg,"Neelam Verma is a Canadian TV host, businesswoman and Miss Universe finalist.
",Neelam Verma
1250,02-12-1958,https://upload.wikimedia.org/wikipedia/commons/a/ae/Neelima-Azeem.jpg,"Neelima Azeem (born 2 December 1958) is an Indian actress and the mother of actors Shahid Kapoor and Ishaan Khatter.[4][5]
",Neelima Azeem
1251,04-07-1959,https://upload.wikimedia.org/wikipedia/commons/3/31/Neena_Gupta.jpg,"Neena Gupta (born 4 July 1959) is an Indian actress and television director. Known for her work in both art-house and commercial films, she won the National Film Award for Best Supporting Actress for playing a young widow in Woh Chokri (1994). In 2018, she saw career resurgence for starring as a middle-aged pregnant woman in the comedy-drama Badhaai Ho, for which she won the Filmfare Critics Award for Best Actress and received a nomination for the Filmfare Award for Best Actress.[1][2][3]
",Neena Gupta
1252,,,"Neena Kulkarni is an Indian actress. She began her acting career in the 1970s on the Marathi professional stage and Hindi experimental stage, along with fashion shows and modelling simultaneously. She met Pt Satyadev Dubey, her first guru, and went on to be a part of several Hindi productions under his direction. Mohan Rakesh's Adhe Adhure, Shankar Shesh's Mayavi Sarovar and Willie Russell's Educating Rita are a few of her prominent plays.[1]
",Neena Kulkarni
1253,09-05-1985,,"Neha Bamb is an Indian actress. She is known for playing the role of Mahi in Maayka[1] and Kaisa Ye Pyar Hai as Kripa.[2]
",Neha Bamb
1254,27-08-1980,https://upload.wikimedia.org/wikipedia/commons/4/49/NehaDhupia_%28cropped%29.jpg,"Neha Dhupia (born 27 August 1980) is an Indian actress who worked in Hindi, Punjabi, Telugu and Malayalam films. Now she is one of the judges in MTV Roadies (season 16). She has won the 2002 Femina Miss India pageant.
",Neha Dhupia
1255,,,"Neha Khan is an Indian model and actress who works in Marathi, Malayalam and Bollywood films.
",Neha Khan
1256,,https://upload.wikimedia.org/wikipedia/commons/1/13/NehaUberoi.jpg,"Neha Oberoi is an Indian actress who has acted in Tollywood and Bollywood films.
",Neha Oberoi
1257,21-11-1987,https://upload.wikimedia.org/wikipedia/commons/d/d6/Neha_Sharma_at_the_Promo_launch_of_%27Jayanta_Bhai_Ki_Luv_Story%27_07.jpg,"Neha Sharma (pronounced [nɛːɦaː ʃrmaː]; born 21 November 1987) is an Indian actress and model.[2] A native of Bihar, Sharma attended the Mount Carmel School in Bhagalpur and pursued a course in fashion design[3] from the National Institute of Fashion Technology (NIFT) in New Delhi.[4]
",Neha Sharma
1258,26-08-1980,https://upload.wikimedia.org/wikipedia/commons/e/ec/Neeru_Bajwa_promoting_Shadaa_%28cropped%29.jpg,"Neeru Bajwa (born 26 August 1980) is a Canadian-born Indian actress, director and producer associated with Punjabi cinema. She started her career in 1998 with Dev Anand's Bollywood film Main Solah Baras Ki and then moved on to working in Indian soap operas and Punjabi films.[3] She has appeared in Punjabi as well as few Hindi films and television serials.
",Neeru Bajwa
1259,02-09-1988,https://upload.wikimedia.org/wikipedia/commons/a/a6/Neethu.JPG,"Neethu  (born 2 September 1988), also known as Neethu Shetty, is an Indian film actress who predominantly appears in Kannada-language films and a few Tulu and Malayalam films. She won acclaim and praise for movies like Joke Falls (2004), Beru (2005), Photographer (2006) - (her Malayalam debut), Koti Chennaya (2007), Gaalipata (2008)- (her biggest commercial success up to date.), Krishna Nee Late Aagi Baaro (2009) and many others. She has done cameos in other successful movies like Abhinetri and Fair & Lovely. Her career includes working with actors like Ramesh Aravind, V. Ravichandran, Mohanlal, H. G. Dattatreya, Kishore Kumar G, Ganesh, Jaggesh, Doddanna, Anant Nag, Vijay Raghavendra, Ravishankar Gowda, Dileep Raj, Rajesh Krishnan, Shivadhwaj Shetty, Diganth, Mohan Shankar and Naveen Krishna.
",Neethu
1260,20-06-1984,https://upload.wikimedia.org/wikipedia/commons/3/3a/Neetu_Chandra.jpg,"Neetu Chandra (born 20 June 1984) is an Indian actress, producer and theatre artist.[2] She is also an established classical dancer and an active sportsperson, involved in the promotion of basketball in the country through her close association with the NBA and Taekwondo, being a fourth Dan black-belt.[3] She has her own production house named Champaran Talkies, winning the National Award for the film Mithila Makhaan.[4] The national award-winning film was directed by her brother Nitin Chandra. Her younger Brother Abhishek Chandra is a Fashion Designer in Hindi Films.
",Neetu Chandra
1261,08-07-1958,https://upload.wikimedia.org/wikipedia/commons/c/c9/Neetu_Singh.jpg,"Neetu Kapoor (née Singh; born 8 July 1958 [2]) is an Indian film actress who appears in Hindi films. She started acting at the age of 13 under the name Baby Sonia,[2] and made her acting debut in 1966 with the film Suraj. Her other early roles included starring in the films Dus Lakh (1966), starring in a double role in the film Do Kaliyaan (1968), as well as appearing in Waris (1969) and Pavitra Paapi (1970). She made her adult debut in 1973 with the film Rickshawala, and went on to appear in 50 films as the lead heroine from 1973 to 1983. She made her comeback in 2009, appearing opposite her husband in the film Love Aaj Kal, and has since appeared in Do Dooni Chaar (2010), Jab Tak Hai Jaan (2012), and Besharam (2013).
",Neetu Singh
1262,,https://upload.wikimedia.org/wikipedia/commons/0/01/Nethra_Raghuraman_graces_the_launch_of_Olive%27s_new_menu.jpg,"Nethra Raghuraman is an Indian actress and model. She has been selected as Look of the Year contest winner for Femina magazine in 1997.[1] She also won the Best female newcomer title at Star Screen Awards in 2000.[2] Her most notable films include Thakshak by Govind Nihalani and Bhopal Express, a David Lynch presentation. Raghuraman has appeared in music videos, and she was the winner of the TV show Khataron Ke Khiladi.[3]
",Nethra Raghuraman
1263,,,"Nicolette Bird is an Indian actress and model who has had roles in the Bollywood films Rock On!!, released in 2008, and Striker, released in early 2010. As a model, she has appeared in television commercials and magazine advertisements in India.
",Nicolette Bird
1264,17-08-1995,https://upload.wikimedia.org/wikipedia/commons/8/8c/Nidhhi_Agerwal_graces_the_Filmfare_Glamour_and_Style_Awards_2017_%2826%29_%28cropped%29.jpg,"Nidhhi Agerwal (born 17 August 1995) is an Indian model, dancer and actress who appears in Bollywood and Telugu films. In 2017, she made her acting debut in the film Munna Michael.[1][2] She was Yamaha Fascino Miss Diva 2014 finalist.[3]
",Nidhhi Agerwal
1265,16-02-1985,https://upload.wikimedia.org/wikipedia/commons/8/87/NidhiSubbaiah-2019_%28cropped%29.jpg,"Nidhi Subbaiah (born 16 February 1985[1]) is an Indian film actress and model, who has appeared in various television advertisements and films, she rose to fame by acting in few successful Kannada movies such as Pancharangi (2010) and Krishnan Marriage Story (2011). Both these films brought her nominations for South Filmfare Awards and the latter film won her SIIMA Special Appreciation Award-Kannada. She made her Bollywood debut with Oh My God (in a guest appearance role), and Ajab Gazabb Love (in a lead role).
",Nidhi Subbaiah
1266,31-08-1982,https://upload.wikimedia.org/wikipedia/commons/d/de/Niharika_Singh_-_Flickr_-_Strange_Sadhu%E2%84%A2_Films.jpg,"Niharika Singh (born 31 August 1982) is an Indian film actress and a former Miss India. She won the title of Femina Miss India Earth in 2005 and made her acting debut with the film Miss Lovely, which competed in Un Certain Regard at the 2012 Cannes Film Festival.[1] In 2019, she joined Mumbai based Future East Film as the Managing director of the company.[2]
",Niharika Singh
1267,,,"Nikesha Patel is a British-born-Indian film actress. She was part of several BBC TV shows, before moving to India and entering the film industry. She debuted in the 2010 Telugu film Puli and later went on to work in more than 30 films in Telugu, Kannada, Tamil and Malayalam cinema as a lead. Nikesha is now signed with London based agency Gilbert and payne. 
",Nikesha Patel
1268,,,"

Niki Walia (née Aneja) is an Indian television and film actress.
",Niki Aneja
1269,,https://upload.wikimedia.org/wikipedia/commons/7/71/Nikita_anand.jpg,"Nikita Anand is an Indian model, actress, television presenter and former beauty queen who was crowned Miss India Universe 2003. She represented India at Miss Universe 2003 where she was unplaced, ending India's eleven-year streak of consecutive placements in Miss Universe, from 1992 through 2002.
",Nikita Anand
1270,,,"Nikita Aria Palekar also known as Supriya, is an Indian TV presenter, creative director, model, actress, Veejay, western jazz, ballet, contemporary and  classical dancer. She hosted several TV shows & live events across the globe, modeled in commercials and acted in prime time TV soaps, corporate and feature films in various languages.
",Nikita J Palekar
1271,06-07-1981,https://upload.wikimedia.org/wikipedia/commons/1/11/Nikita_Thukral_at_SRM_University_Milan_2010.jpg,"Nikita Thukral is an Indian film actress and model, who has acted in Kannada, Telugu, Malayalam and Tamil cinemas.
",Nikita Thukral
1272,,https://upload.wikimedia.org/wikipedia/commons/f/f6/Nikki_Galrani_-_1st_IIFA_Utsavam_%2824700439136%29_%28cropped%29.jpg,"Nikki Galrani is an Indian film actress, model and fashion designer who works predominantly in Tamil and Malayalam films. [3][4][5] Her first major commercial successful films are in Malayalam language 1983
(2014), Vellimoonga (2014) and in the Tamil language horror film Darling in 2015.[6][7] The media began referring to Galrani as the ""Darling"" of Tamil cinema.[8][9] She has established a career in South Indian film industries as a leading actress, and she is a recipient of several awards.[10][11] Kochi Times placed her fifth in their list of the ""25 Most Desirable Women of 2015"".[12]
",Nikki Galrani
1273,,https://upload.wikimedia.org/wikipedia/commons/7/71/Meera_Chopra_snapped_at_the_launch_of_Jashn%E2%80%99s_Fall-Winter_2018_Collection_in_Delhi_%2804%29_%28cropped%29.jpg,"Meera ""Nila"" Chopra, is an Indian actress and model[2] who appears in Tamil, Telugu and Hindi films.[3][4]
",Meera Chopra
1274,04-01-1997,https://upload.wikimedia.org/wikipedia/commons/e/ef/Nimisha_Sajayan.jpg,"Nimisha Sajayan is an Indian actress in the Malayalam film industry. She won the Kerala State Film Award for Best Actress in 2018 for her roles in the films Oru Kuprasidha Payyan and Chola. Nimisha made her acting debut with the film Thondimuthalum Driksakshiyum directed by Dileesh Pothan.[1][2][3]
",Nimisha Sajayan
1275,18-02-1933,https://upload.wikimedia.org/wikipedia/commons/0/05/Nimmi_Actress.jpg,"Nawab Banoo (18 February 1933 – March 25 2020), better known by her stage name Nimmi, was an Indian screen actress who achieved stardom in the 1950s and early 1960s in Hindi films. She gained popularity by playing spirited village belle characters, but has appeared in diverse genres such as fantasy and social films. Her best performances are considered to be in the films Sazaa (1951), India’s first technicolor film Aan (1952), 
Uran Khatola (1955), Bhai-Bhai (1956), Kundan (1955), Mere Mehboob (1963), Pooja Ke Phool (1964), Akashdeep (1965), and Basant Bahar (1956). Raj Kapoor rechristened Nawab Banoo as ""Nimmi"".
",Nimmi
1276,,,"Nirmala Chennappa or Nirmala Sathya is an Indian film director, actress, producer and technician in the Kannada film industry.[1][2][3][4][5][6][7]
",Nirmala Chennappa
1277,04-07-1931,https://upload.wikimedia.org/wikipedia/commons/b/b9/Nirupa_Roy.jpg,"Nirupa Roy (born Kokila Kishorechandra Bulsara; Gujarati: નિરુપા રોય; 4 January 1931 – 13 October 2004) was an Indian actress who had appeared in Hindi films. Noted for her portrayals of tragedy and sorrow, Roy was idolized for her acting ability,[1] and was often called the ""Queen of Misery"" in Hindi film circles. Roy was active from 1946 to 1999, and was best known renowned for playing motherly roles.[2][3] Roy appeared in over 250 films, and won three Filmfare Awards throughout her career, as well as being nominated for one. In 2004, Roy received the Filmfare Lifetime Achievement Award.
",Nirupa Roy
1278,,https://upload.wikimedia.org/wikipedia/commons/3/3c/Nirmalamma.jpg,"Nirmalamma (1927 – 19 February 2009) was an actress in the Telugu film industry of India. She has acted in more than 800 films. She was well known for her grandmother roles in several films.
",Nirmalamma
1279,,,"Nirosha Ramki is an Indian film and television actress. She is known for her works predominantly in Tamil, Telugu, Malayalam and Kannada films. After her debut in the blockbuster Tamil film Agni Natchathiram (1988, directed by Mani Ratnam), Nirosha went on to appear in many successful and critically acclaimed films.  She has acted in over a hundred movies in Tamil, Telugu, Hindi, Malayalam and Kannada. She was a leading actress from 1988 to 1995. After her marriage to actor Ramki in 1995, she quit acting. After a hiatus, in 2000 she started to work as a supporting actress.
",Nirosha
1280,,https://upload.wikimedia.org/wikipedia/commons/d/dd/Nisha_agarwal.jpg,"Nisha Aggarwal is an Indian film actress who appears in Telugu, Tamil and Malayalam films. She is the younger sister of South Indian actress Kajal Aggarwal.[3][4]
",Nisha Agarwal
1281,30-11-1983,https://upload.wikimedia.org/wikipedia/commons/f/f6/Priyanka_Kothari_FilmiTadka.jpg,"Priyanka Kothari (born 1980), often credited as Nisha Kothari  or Amoha, is an actress and model.[2][3] She has appeared in Bollywood, Telugu, Tamil and Kannada films.[4][5][6][7][8] She has frequently appeared in Ram Gopal Varma films.[9][10][11]
",Nisha Kothari
1282,,,"Other reasons this message may be displayed:
",Nisha Ravikrishnan
1283,,,"Nishi Kohli (known professionally as Nishi) is an Indian actress who has worked in Punjabi and Hindi-language films.[1] She frequently acted with Dara Singh.[2]
",Nishi
1284,,,"Nithya Das is an Indian film actress best known for her Malayalam films. She was active in the industry during the early-2000s.
",Nithya Das
1285,08-04-1988,,"Nithya Menen[3][4][5] (born 8 April 1988)[6] is an Indian film actress and playback singer who appears in Malayalam, Tamil, Kannada, Telugu and Hindi films where she has established herself as a leading actress. She is recipient of three Filmfare Awards for the Telugu films Gunde Jaari Gallanthayyinde, Malli Malli Idi Rani Roju and Mersal in Tamil.
",Nithya Menen
1286,09-06-1979,https://upload.wikimedia.org/wikipedia/en/5/54/NiveditaJainImage.jpg,"Nivedita Jain (9 June 1979 – 10 June 1998) was a beauty contestant and an actress who appeared in Kannada films. She was crowned Miss Bangalore in 1994.[1] She made her debut as actress in the 1996 released film, Shivaranjini.
",Nivedita Jain
1287,,https://upload.wikimedia.org/wikipedia/commons/6/69/NiveditaJoshi.jpg,"Nivedita Saraf is an Indian actress who worked in Marathi and Hindi film industry of the late 1980s and early 1990s. She is married to Marathi and Hindi films actor Ashok Saraf.[1][2] Since July 2019, she is playing a lead role in the Marathi-language serial Aagabai Sasubai on Zee Marathi.[3]
",Nivedita Joshi Saraf
1288,21-09-1926,https://upload.wikimedia.org/wikipedia/commons/7/71/Noor_Jehan_in_Zeenat.jpg,"
",Noor Jehan
