,Birthdate,Description,Image,Name
189,1940-10-30,"Vikram Gokhle (occasionally credited as Vikram Gokhle) is a well known Indian film, television and stage actor, notable for his roles in Marathi theatre and Hindi films and television. He is the son of another well known veteran Marathi theater and film actor Chandrakant Gokhle, who acted in 68 Marathi and 16 Hindi films besides 64 Marathi plays ...",https://m.media-amazon.com/images/M/MV5BN2EyYjI5NmEtMDEwZC00ZGYwLWFjZWEtOWVkZjZjMDM0M2IyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Vikram Gokhale
190,,"Vipin Sharma is an actor and editor, known for Taare Zameen Par (2007), Gangs of Wasseypur (2012) and Hotel Mumbai (2018).",https://m.media-amazon.com/images/M/MV5BZjQxYWI5M2UtNTdiZi00OTU0LTk2YTgtYjc3MWFkZGEzMWZkXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_.jpg,Vipin Sharma
191,1946-10-06,"At the start of his career, he played supporting or villainous characters in films such as Purab Aur Paschim, Sachaa Jhutha, Aan Milo Sajna, and Mastana in 1970, and in Mera Gaon Mera Desh, Elaan and Aan Milo Sajna in 1971.He got his first break as the solo lead hero in the film Hum Tum Aur Woh (1971), which was followed by the 1971 multi-hero ...",https://m.media-amazon.com/images/M/MV5BMGNlOWMyNDUtMjYzZi00YmE2LThjNTItMjFiOTA3YzBkZjZmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Vinod Khanna
192,1933-08-13,"Vyjayanthimala was born to actress and dancer Vasundhara Devi in a Tamil-speaking family in Chennai, India, on August 13, 1936. At the age of 4, she got the rare chance of performing a dance before the Pope. Then at the age of 15, while in her final year at school, she was signed-up by family friend, M.V. Raman, for a role in a Tamil film \u0027Vazhkai\u0027...",https://m.media-amazon.com/images/M/MV5BYWVjYzI1YzctOGJkYS00ZGM5LTg3OGItYmI5ZTIyMGI2ZGI3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,Vyjayanthimala
193,1979-01-01,"Vidya was born in Palghat, Kerala, India. Her family consists of her dad, P.R. Balan, who is the Vice-President of ETC Channel; mom - a home-maker, and an elder sister, Priya, who is married to Kedar. She also has an aunt by the name of Raji Raju. The Balan family re-located to live at Road No. 11, near Ambedkar Garden, Chembur, Bombay, when Vidya ...",https://m.media-amazon.com/images/M/MV5BNDI3Mjk2MjgzMl5BMl5BanBnXkFtZTcwODQwMjI1OQ@@._V1_.jpg,Vidya Balan
194,1971-06-16,"Vrajesh Hirjee was born on June 16, 1971 in Bihar, India. He is an actor and writer, known for Kaho Naa... Pyaar Hai (2000), Fanaa (2006) and Lakeer - Forbidden Lines (2004).",https://m.media-amazon.com/images/M/MV5BMTI4OWU4ZDktOGNlNC00NTBlLWJjNTctM2JmYzBhOGFhNWE4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Vrajesh Hirjee
195,1938-02-03,"Waheeda was born in a Tamil and Urdu-speaking family in Chengalpattu-Tamil Nadu, India. Her father was the District Magistrate which led him to be posted in several places. Tragedy visited her in 1948 when her dad passed away. Her mom passed away in 1955. A year after her dad\u0027s death she appeared in a Telegu movie \u0027Rojulu Marayi\u0027. Her role was as ...",https://m.media-amazon.com/images/M/MV5BMTQ4NzE2OTMyMl5BMl5BanBnXkFtZTcwOTc4MDEzMQ@@._V1_.jpg,Waheeda Rehman
196,1970-08-09,"Yashpal Sharma was born on August 9, 1970 in Hisar, Haryana, India. He is an actor and casting director, known for Lagaan: Once Upon a Time in India (2001), Gangs of Wasseypur (2012) and Gangaajal (2003).",https://m.media-amazon.com/images/M/MV5BMzczOGQwZDMtYWQxYi00NDZhLTlkNWYtMjVkMzhlODcyZmU4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Yashpal Sharma
197,1951-11-19,Zeenat Aman was born to a Hindu mother and a Muslim father Amanullah who was one of the writers for the classic \,https://m.media-amazon.com/images/M/MV5BMTg4NDcxNTQ0N15BMl5BanBnXkFtZTgwNTI3OTczOTE@._V1_.jpg,Zeenat Aman
198,1912-04-27,"Sahibzadi Zohra Begum Mumtaz-ullah Khan, better known as Zohra Sehgal, was born into a Sunni Muslim Rohilla Pathan family of Rampur, Uttar Pradesh, on 27th April, 1912 in Rampur, Uttar Pradesh, India. However, unlike most other children of traditional households, Zohra Sehgal was a tomboy, who enjoyed climbing trees and playing games. Always ...",https://m.media-amazon.com/images/M/MV5BMzA0NDAzZjAtOTFhMi00N2RiLWIxOWUtMTBkY2U0YjI3ZDU2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg,Zohra Sehgal
199,,"Zarina Wahab is an actress, known for My Name Is Khan (2010), Gharaonda (1977) and I, Me aur Main (2013). She has been married to Aditya Pancholi since 1986. They have two children.",https://m.media-amazon.com/images/M/MV5BNDZhNzNiY2UtYzRkOS00N2IzLWFmNDctZTNkNTVkODZkZjEwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,Zarina Wahab
